股票代码,股票名称,组织形式,公司全称,英文名称,所属行业,注册资本,董事长,地域,办公地址,公司网址,董事会秘书,董秘电话,董秘邮箱,成立日期,上市日期,募资资金总额,发行价格,发行市盈率
300282,汇冠股份,民营企业,北京汇冠新技术股份有限公司,"Beijing IRTOUCH Systems Co.,Ltd.",通信设备,"12,722万元",邹国宝,北京,北京市朝阳区酒仙桥东路1号M8楼南6层,www.irtouch.com,周广道,010-84573455,dm@irtouch.com,--,2011/12/29,"19,797万元
            ","17.20元
            ","32.45%
            "
300283,温州宏丰,民营企业,温州宏丰电工合金股份有限公司,"Wenzhou Hongfeng Electrical Alloy Co.,Ltd.",电器制造,"13,812万元",陈晓,浙江,浙江省乐清市北白象镇大桥工业区塘下片区,www.wzhf.com,陈乐生,0577-62876828,zqb@wzhf.com,--,2012/1/10,"35,420万元
            ","20.00元
            ","32.32%
            "
300284,苏交科,民营相对控股企业,江苏省交通科学研究院股份有限公司,Jiangsu Transportation Institute,科研技术,"50,466万元",符冠华,江苏,江苏省南京市江宁区诚信大道2200号,www.jsti.com,潘岭松,025-86576542,sjkdmb@jsti.com,--,2012/1/10,"79,800万元
            ","13.30元
            ","35.95%
            "
300285,国瓷材料,民营相对控股企业,山东国瓷功能材料股份有限公司,"Shandong Sinocera Functional Material Co.,Ltd.",化学制品,"12,724万元",张曦,山东,山东省东营市东营区辽河路24号,www.sinocera.com.cn,许少梅,0546-8073768,xushaomei@sinocera.cn,--,2012/1/13,"40,560万元
            ","26.00元
            ","55.32%
            "
300286,安科瑞,民营企业,安科瑞电气股份有限公司,"Acrel Co.,Ltd.",仪器仪表,"14,300万元",周中,上海,上海市嘉定区育绿路253号,www.acrel.cn,罗叶兰,021-69158331,acrel@acrel.cn,--,2012/1/13,"26,010万元
            ","30.00元
            ","32.97%
            "
300287,飞利信,民营企业,北京飞利信科技股份有限公司,"Beijing Philisense Technology Co.,Ltd.",信息技术,"27,441万元",杨振华,北京,北京市海淀区塔院志新村2号飞利信大厦,www.philisense.com,许莉,010-62053775,phls@philisense.com,--,2012/2/1,"31,500万元
            ","15.00元
            ","37.50%
            "
300288,朗玛信息,民营企业,贵阳朗玛信息技术股份有限公司,"Longmaster Information&technology; Co.,ltd.",信息技术,"11,265万元",王伟,贵州,贵州省贵阳市观山湖区长岭南路31号国家数字内容产业园二楼,www.longmaster.com.cn,余周军,0851-83842119-8004,zhengquanbu@longmaster.com.cn,--,2012/2/16,"30,070万元
            ","22.44元
            ","34.00%
            "
300289,利德曼,民营企业,北京利德曼生化股份有限公司,"Beijing Leadman Biochemistry Co.,Ltd.",医药制造,"15,727万元",沈广仟,北京,北京市北京经济技术开发区兴海路5号,www.leadmanbio.com,牛巨辉,010-84923554,leadman@leadmanbio.com,--,2012/2/16,"49,920万元
            ","13.00元
            ","37.14%
            "
300290,荣科科技,民营企业,荣科科技股份有限公司,"Bringspring Science and Technology Co.,Ltd.",信息技术,"13,600万元",付永全,辽宁,辽宁省沈阳市和平区和平北大街62号,www.bringspring.com,冯丽,024-86901698,zqtz@bringspring.com,--,2012/2/16,"18,887万元
            ","11.11元
            ","23.15%
            "
300291,华录百纳,国有相对控股企业,北京华录百纳影视股份有限公司,Beijing Hualu Baina Film&Tv; Inc.,出版传媒,"39,363万元",陈润生,北京,北京市石景山区阜石路165号中国华录大厦13层,www.hlbn.cc,陈永倬,010-52281866,hbndsh@hlbn.cc,--,2012/2/9,"67,500万元
            ","45.00元
            ","82.46%
            "
300292,吴通通讯,民营企业,江苏吴通通讯股份有限公司,"Jiangsu Wutong Communications Co.,ltd.",通信设备,"23,165万元",万卫方,江苏,江苏省苏州市相城区黄桥街道永方路32号,www.jswutong.com,姜红,0512-82285059,wutong@jswutong.com,--,2012/2/29,"20,040万元
            ","12.00元
            ","23.67%
            "
300293,蓝英装备,民营相对控股企业,沈阳蓝英工业自动化装备股份有限公司,"Shenyang Blue Silver Industry Automatic Equipment Co.,ltd.",专用设备制造,"27,000万元",郭洪生,辽宁,沈阳市浑南产业区东区飞云路3号,www.chnsbs.net,马缨,024-23810393,sbs@blue-silver.net,--,2012/3/8,"37,200万元
            ","24.80元
            ","23.40%
            "
300294,博雅生物,民营企业,江西博雅生物制药股份有限公司,"Jiangxi Boya Bio-Pharmaceutical Co.,Ltd.",医药制造,"7,580万元",徐建新,江西,江西抚州高新技术产业园区惠泉路333号,www.china-boya.com,范一沁,0794-8264398,dongmi@china-boya.com,--,2012/3/8,"47,551万元
            ","25.00元
            ","31.25%
            "
300295,三六五网,民营企业,江苏三六五网络股份有限公司,"Everyday Network Co.,Ltd.",信息技术,"8,003万元",邢炜,江苏,江苏省南京市建邺区新城科技园云龙山路99号省建大厦B座,www.house365.com,凌云,025-83201657,dshbgs@house365.com,--,2012/3/15,"45,390万元
            ","34.00元
            ","25.19%
            "
300296,利亚德,民营企业,利亚德光电股份有限公司,"Leyard Optoelectronic Co.,Ltd.",通信设备,"32,273万元",李军,北京,北京市海淀区颐和园北正红旗西街9号,www.leyard.com,李楠楠,010-62864532,leyard2010@leyard.com,--,2012/3/15,"40,000万元
            ","16.00元
            ","31.37%
            "
300297,蓝盾股份,民营企业,蓝盾信息安全技术股份有限公司,"Bluedon Information Security Technologies Co.,ltd.",信息技术,"19,600万元",柯宗庆,广东,广东省广州市天河区科韵路16号自编1栋2101,www.bluedon.com,李德桂,020-85639340,lee_bluedon@163.com,--,2012/3/15,"39,200万元
            ","16.00元
            ","32.65%
            "
300298,三诺生物,民营企业,三诺生物传感股份有限公司,Sinocare Inc.,专用设备制造,"20,006万元",李少波,湖南,湖南省长沙高新技术产业开发区谷苑路265号,www.sinocare.com,黄安国,0731-89935529,investor@sinocare.com,--,2012/3/19,"63,800万元
            ","29.00元
            ","29.32%
            "
300299,富春通信,民营企业,富春通信股份有限公司,"Fuchun Communications Co.,Ltd.",信息技术,"18,090万元",缪品章,福建,福州市鼓楼区铜盘路软件大道89号C区25号楼,www.forcom.com.cn,陈苹,0591-83992010,fuchungroup@163.com,--,2012/3/19,"27,200万元
            ","16.00元
            ","34.70%
            "
300300,汉鼎股份,民营企业,汉鼎信息科技股份有限公司,"Hakim Information Technology Co.,Ltd.",信息技术,"19,140万元",吴艳,浙江,浙江省杭州市天目山路181号天际大厦6楼,www.hakim.com.cn,王丽平,0571-89938397,hakim@hakim.com.cn,--,2012/3/19,"39,600万元
            ","18.00元
            ","37.50%
            "
300301,长方照明,民营企业,深圳市长方半导体照明股份有限公司,"Shenzhen Changfang Light Emitting Diode Lighting Co.,ltd.",通信设备,"27,179万元",邓子长,广东,深圳市坪山新区大工业区聚龙山3号路,www.cfled.com,李海俭,0755-82828966,ir@cfled.com,--,2012/3/21,"54,000万元
            ","20.00元
            ","32.79%
            "
300302,同有科技,民营企业,北京同有飞骥科技股份有限公司,"Toyou Feiji Electronics Co.,Ltd.",信息技术,"10,800万元",周泽湘,北京,北京市海淀区地锦路9号院2号楼-1至4层101,www.toyou.com.cn,沈晶,010-62491977,zqtz@toyou.com.cn,--,2012/3/21,"31,500万元
            ","21.00元
            ","39.62%
            "
300303,聚飞光电,民营企业,深圳市聚飞光电股份有限公司,"Shenzhen Jufei Optoelectronics Co.,ltd.",通信设备,"28,288万元",邢其彬,广东,广东省深圳市龙岗区平湖街道鹅公岭社区鹅岭工业区4号C栋1-3楼、E栋,www.jfled.com.cn,殷敬煌,0755-29646311,jfzq@jfled.com.cn,--,2012/3/19,"51,150万元
            ","25.00元
            ","27.53%
            "
300304,云意电气,民营企业,江苏云意电气股份有限公司,"Jiangsu Yunyi Electric Co.,Ltd.",汽车制造,"20,000万元",付红玲,江苏,江苏省徐州市铜山经济开发区黄山路26号,www.yunyi-china.com,李成忠,0516-83306666,dsh@yunyi-china.com,--,2012/3/21,"55,000万元
            ","22.00元
            ","29.50%
            "
300305,裕兴股份,民营企业,江苏裕兴薄膜科技股份有限公司,"Jiangsu Yuxing Film Technology Co.,Ltd.",橡胶塑料,"14,400万元",王建新,江苏,江苏省常州市钟楼经济开发区童子河西路8-8号,www.czyuxing.com,王克,0519-83905129,info@czyuxing.com,--,2012/3/29,"84,000万元
            ","42.00元
            ","30.37%
            "
300306,远方光电,民营企业,杭州远方光电信息股份有限公司,"Hangzhou Everfine Photo-E-Info Co.,Ltd.",仪器仪表,"12,000万元",潘建根,浙江,浙江省杭州市滨江区滨康路669号,www.everfine.cn,张杰,0571-88990665,board@everfine.cn,--,2012/3/29,"67,500万元
            ","45.00元
            ","51.72%
            "
300307,慈星股份,民营相对控股企业,宁波慈星股份有限公司,"Ningbo Cixing Co.,Ltd.",专用设备制造,"80,200万元",孙平范,浙江,浙江省慈溪市庵东工业区纬三路西,www.ci-xing.com,傅桂平,0574-63932279,stock@ci-xing.com,--,2012/3/29,"213,500万元
            ","35.00元
            ","16.43%
            "
300308,中际装备,民营相对控股企业,山东中际电工装备股份有限公司,"Shandong Zhongji Electrical Equipment Co.,ltd.",专用设备制造,"21,601万元",王伟修,山东,山东省龙口市诸由观镇驻地,www.zhongji.cc,邓扬锋,0535-8573360,zhongji300308@zhongji.cc,--,2012/4/10,"33,340万元
            ","20.00元
            ","26.73%
            "
300309,吉艾科技,民营相对控股企业,吉艾科技(北京)股份公司,"GI Technologies (Beijing) Co.,Ltd.",仪器仪表,"21,727万元",高怀雪,北京,北京经济技术开发区运成街15号,www.gi-tech.cn,李志红,010-83612293,investor@gi-tech.cn,--,2012/4/10,"86,800万元
            ","31.00元
            ","34.01%
            "
300310,宜通世纪,民营企业,广东宜通世纪科技股份有限公司,"Guangdong Eastone Century Technology Co.,Ltd.",信息技术,"22,880万元",童文伟,广东,广州市天河区科韵路16号广州信息港A栋12楼,www.etonetech.com,吴伟生(代),020-66819698,IR@etonetech.com,--,2012/4/25,"37,400万元
            ","17.00元
            ","23.24%
            "
300311,任子行,民营企业,任子行网络技术股份有限公司,"Surfilter Network Technology Co.,Ltd.",信息技术,"11,641万元",景晓军,广东,广东省深圳市南山区高新区科技中二路软件园2栋6楼,www.1218.com.cn,张冰,0755-86168366,rzxshenzhen@1218.com.cn,--,2012/4/25,"26,550万元
            ","15.00元
            ","30.61%
            "
300312,邦讯技术,民营企业,邦讯技术股份有限公司,"Boomsense Technology Co.,Ltd.",信息技术,"16,002万元",张庆文,北京,北京市海淀区杏石口路80号益园文化创意产业基地A区4号楼,www.boomsense.com,王传世,010-65800931,zqb@boomsense.com,--,2012/5/8,"53,360万元
            ","20.00元
            ","26.67%
            "
300313,天山生物,民营相对控股企业,新疆天山畜牧生物工程股份有限公司,"Xinjiang Tianshan Animal Husbandry Bio-engineering Co.,ltd.",农林牧渔,"9,091万元",蒋炜,新疆,新疆昌吉市延安北路198号东方广场写字楼10楼,www.xjtssw.com,何敏,0994-6566618,tssw_he@126.com,--,2012/4/25,"29,549万元
            ","13.00元
            ","56.52%
            "
300314,戴维医疗,民营企业,宁波戴维医疗器械股份有限公司,"Ningbo David Medical Device Co.,Ltd.",专用设备制造,"16,000万元",陈再宏,浙江,浙江省象山经济开发区滨海工业园金兴路35号,www.nbdavid.com,李则东,0574-65982386,zqb@nbdavid.com,--,2012/5/8,"40,000万元
            ","20.00元
            ","29.85%
            "
300315,掌趣科技,民营企业,北京掌趣科技股份有限公司,"Ourpalm Co.,Ltd.",信息技术,"129,761万元",姚文彬,北京,北京市海淀区马甸东路17号8层916,www.ourpalm.com,李好胜,010-65073699,ir@ourpalm.com,--,2012/5/11,"65,464万元
            ","16.00元
            ","48.16%
            "
300316,晶盛机电,民营相对控股企业,浙江晶盛机电股份有限公司,"Zhejiang Jingsheng Mechanical & Electrical Co.,Ltd.",专用设备制造,"40,005万元",邱敏秀,浙江,浙江省绍兴市上虞区通江西路218号,www.jsjd.cc,陆晓雯,0575-81222501,jsjd@jsjd.cc,--,2012/5/11,"110,055万元
            ","33.00元
            ","34.74%
            "
300317,珈伟股份,中外合资企业,深圳珈伟光伏照明股份有限公司,"Shenzhen Jiawei Photovoltaic Lighting Co.,Ltd.",电器制造,"14,000万元",丁孔贤,广东,深圳市龙岗区坪地街道高桥社区富高东路4号A、B、C、D栋厂房,www.jiawei.com,彭钦文,0755-85224478,jw@jiawei.com,--,2012/5/11,"38,500万元
            ","11.00元
            ","27.50%
            "
300318,博晖创新,民营企业,北京博晖创新光电技术股份有限公司,"Beijing Bohui Innovation Technology Co.,Ltd.",专用设备制造,"16,384万元",杜江涛,北京,北京市昌平区生命园路9号院,www.bohui-tech.com,刘敏,010-88850168,liumin@bohui-tech.com,2001/7/12,2012/5/23,"38,400万元
            ","15.00元
            ","34.09%
            "
300319,麦捷科技,民营相对控股企业,深圳市麦捷微电子科技股份有限公司,"Shenzhen Microgate Technology Co.,Ltd.",通信设备,"13,877万元",李文燕,广东,深圳市龙华新区观澜街道广培社区裕新路65号南兴工业园厂房第一栋、第二栋,www.szmicrogate.com,姜波,0755-28085000-320,securities@szmicrogate.com,--,2012/5/23,"20,410万元
            ","15.30元
            ","27.82%
            "
300320,海达股份,民营企业,江阴海达橡塑股份有限公司,"Jiangyin Haida Rubber And Plastic Co.,Ltd.",橡胶塑料,"13,334万元",钱振宇,江苏,江苏省江阴市周庄镇云顾路585号,www.haida.cn,胡蕴新,0510-86900687,haida@haida.cn,--,2012/6/1,"33,007万元
            ","19.80元
            ","26.40%
            "
300321,同大股份,民营企业,山东同大海岛新材料股份有限公司,"Shandong Tongda Island New Materials Co.,Ltd.",橡胶塑料,"4,440万元",孙俊成,山东,山东省昌邑市同大街522号,www.td300321.com,于洪亮,0536-7191939,cy-yhl@163.com,--,2012/5/23,"25,530万元
            ","23.00元
            ","21.10%
            "
300322,硕贝德,民营企业,惠州硕贝德无线科技股份有限公司,Huizhou Speed Wireless Technology Co.Limited,通信设备,"22,512万元",朱坤华,广东,广东省惠州市东江高新区上霞片区SX-01-02号,www.speed-hz.com,孙文科,0752-2836716,speed@speed-hz.com,--,2012/6/8,"33,383万元
            ","14.30元
            ","37.63%
            "
300323,华灿光电,民营相对控股企业,华灿光电股份有限公司,HC SemiTek Corporation,通信设备,"45,000万元",周福云,湖北,湖北省武汉市东湖开发区滨湖路8号,www.hcsemitek.com,叶爱民,027-81929003,zq@hcsemitek.com,--,2012/6/1,"100,000万元
            ","20.00元
            ","34.42%
            "
300324,旋极信息,民营企业,北京旋极信息技术股份有限公司,"Beijing Watertek Information Technology Co.,Ltd.",信息技术,"23,622万元",陈江涛,北京,北京市海淀区丰秀中路3号院12号楼,www.watertek.com,黄海涛,010-82885950,investor@watertek.com,--,2012/6/8,"37,800万元
            ","27.00元
            ","36.99%
            "
